"configuration","problem","model","data_file","status","time","nClauses","boolVariables","peakDepth","propagators","initTime","variables","bimanderTotalOffset","solveTime","run","error","optTime","flatTime","objective","nSolutions","bimanderCount","nogoods","failures","paths","peakMem","method","restarts","intVars","backjumps","bimanderTotalAbsoluteBalance","nClauseVariables","baseMem","nodes","flatBoolConstraints","trailMem","flatIntVars","nVariables","bimanderTotalM","flatBoolVars","bimanderTotalN","randomSeed","flatIntConstraints","evaluatedHalfReifiedConstraints","propagations","processFlatZincTime","solutions"
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-msu3","tablelayout","TableLayout.mzn","en-1250-1479-line1633.dzn","OPTIMAL_SOLUTION","34.51107031106949","29681","","","","","","0","31.2285","raw","","","2.69517","2971","2","0","","","0","","minimize","","","","0","33705","","","14844","","27980","14723","0","14339","0","","27979","14","","0.0991",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-linear-su","tablelayout","TableLayout.mzn","en-1000-1615-line479.dzn","OPTIMAL_SOLUTION","7.44375754147768","16722","","","","","","0","5.6081","raw","","","1.51082","2456","2","0","","","0","","minimize","","","","0","25527","","","10803","","11140","7691","0","7487","0","","11139","","","0.0524",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-part-msu3","tablelayout","TableLayout.mzn","en-1000-251-line273.dzn","ERROR","","4387","","","","","","0","","raw","Unknown message kind ASCII `E'","","2.70648","","","0","","","0","","minimize","","","","0","14907","","","3448","","1554","1408","0","1470","0","","1553","204","","0.0148",""
"mzn_sat-loandra-order_orderBinary_order-True-PB_BEST-core-guided","tablelayout","TableLayout.mzn","en-1250-1407-line1350.dzn","OPTIMAL_SOLUTION","2.045258584432304","22050","","","","","","0","0.4211","raw","","","1.31847","841","5","0","","","0","","minimize","","","","0","44654","","","17595","","8267","8915","0","8695","0","","8266","","","0.0644",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-best","tablelayout","TableLayout.mzn","en-1000-1615-line479.dzn","OPTIMAL_SOLUTION","4.617401518858969","16722","","","","","","0","2.7752","raw","","","1.51065","2456","2","0","","","0","","minimize","","","","0","25527","","","10803","","11140","7691","0","7487","0","","11139","","","0.0563",""
"gecode","tablelayout","TableLayout.mzn","en-1250-1479-line419.dzn","OPTIMAL_SOLUTION","21.192105619236827","","","111","262","0.003098","845","","21.0316","raw","","","0.102706","3150","4","","","581331","0","","minimize","0","","","","","","1162831","","","442","","","","","","262","","172812682","","4"
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-part-msu3","tablelayout","TableLayout.mzn","en-1250-1407-line976.dzn","OPTIMAL_SOLUTION","6.666552680544555","17795","","","","","","0","4.2875","raw","","","2.05219","1708","2","0","","","0","","minimize","","","","0","21231","","","9306","","16689","8690","0","8669","0","","16688","8","","0.0523",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-part-msu3","tablelayout","TableLayout.mzn","en-1000-1303-line1078.dzn","ERROR","","1680","","","","","","0","","raw","Unknown message kind ASCII `E'","","0.881918","","","0","","","0","","minimize","","","","0","6507","","","1127","","362","612","0","469","0","","361","50","","0.0043",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-wbo","tablelayout","TableLayout.mzn","en-1000-1439-line292.dzn","SATISFIED","602.0103028211743","3190","","","","","","0","600.1241","raw","","","1.71783","5137","2","0","","","0","","minimize","","","","0","10386","","","2610","","1058","961","0","1040","0","","1057","140","","0.0109",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-best","tablelayout","TableLayout.mzn","en-1250-1305-line158.dzn","SATISFIED","602.0614436930045","4206","","","","","","0","600.1441","raw","","","1.73947","5205","2","0","","","0","","minimize","","","","0","13727","","","2302","","1154","1681","0","1094","0","","1153","162","","0.0132",""
"mzn_sat-loandra-order_binary_binary-True-PB_BEST-core-guided","tablelayout","TableLayout.mzn","en-1000-1286-line764.dzn","SATISFIED","601.7679706579074","3608","","","","","","0","600.0215","raw","","","1.56992","4585","6","0","","","0","","minimize","","","","0","10201","","","2562","","1858","1326","0","1348","0","","1857","240","","0.0108",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-oll","tablelayout","TableLayout.mzn","en-1250-1303-line283.dzn","SATISFIED","601.7079910319299","2952","","","","","","0","600.1325","raw","","","1.43399","2403","2","0","","","0","","minimize","","","","0","12247","","","1970","","902","1087","0","902","0","","901","102","","0.0086",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-wbo","tablelayout","TableLayout.mzn","en-1000-1479-line419.dzn","SATISFIED","601.2690911712125","2807","","","","","","0","600.1277","raw","","","1.02655","5605","2","0","","","0","","minimize","","","","0","9540","","","1641","","686","1073","0","712","0","","685","90","","0.0075",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-part-msu3","tablelayout","TableLayout.mzn","en-1250-1479-line419.dzn","OPTIMAL_SOLUTION","4.423160285688937","23423","","","","","","0","1.9384","raw","","","2.042139","3150","2","0","","","0","","minimize","","","","0","27605","","","11736","","21684","11575","0","11192","0","","21683","14","","0.0673",""
"mzn_sat-loandra-order_orderBinary_order-True-PB_BEST-core-guided","tablelayout","TableLayout.mzn","en-1250-1303-line283.dzn","OPTIMAL_SOLUTION","10.613501855172217","105179","","","","","","0","2.6624","raw","","","6.5067","2346","6","0","","","0","","minimize","","","","0","174926","","","73079","","62997","45868","0","45479","0","","62996","","","0.2675",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-part-msu3","tablelayout","TableLayout.mzn","en-1250-1305-line158.dzn","OPTIMAL_SOLUTION","22.09786580130458","31365","","","","","","0","18.3727","raw","","","2.96739","5018","2","0","","","0","","minimize","","","","0","37547","","","15638","","28872","15504","0","14917","0","","28871","18","","0.1051",""
"mzn_sat-loandra-order_orderBinary_order-True-PB_BEST-core-guided","tablelayout","TableLayout.mzn","en-1000-1479-line419.dzn","OPTIMAL_SOLUTION","25.12097611837089","35930","","","","","","0","22.1807","raw","","","2.39079","3668","7","0","","","0","","minimize","","","","0","59146","","","24277","","21684","15912","0","15404","0","","21683","","","0.1086",""
"chuffed","tablelayout","TableLayout.mzn","en-1250-1479-line1099.dzn","OPTIMAL_SOLUTION","0.23469726741313934","","25582","92","170","0.028","26045","","0.029","raw","","0.025","0.098427","1409","3","","33","33","0","0.0","minimize","3","461","371","","","0.0","662","","0.28","398","","","","","1638164187","334","","5556","",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-msu3","tablelayout","TableLayout.mzn","en-1250-1305-line158.dzn","SATISFIED","604.0946173639968","31365","","","","","","0","600.2846","raw","","","3.02783","5618","2","0","","","0","","minimize","","","","0","37547","","","15638","","28872","15504","0","14917","0","","28871","18","","0.0873",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-part-msu3","tablelayout","TableLayout.mzn","en-1250-158-line1950.dzn","OPTIMAL_SOLUTION","9.483067339286208","33296","","","","","","0","6.1912","raw","","","2.72966","3691","2","0","","","0","","minimize","","","","0","45060","","","19563","","25804","15800","0","15344","0","","25803","","","0.097",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-best","tablelayout","TableLayout.mzn","en-1250-1303-line283.dzn","SATISFIED","601.7429606318474","2952","","","","","","0","600.1482","raw","","","1.45748","2403","2","0","","","0","","minimize","","","","0","12247","","","1970","","902","1087","0","902","0","","901","102","","0.0089",""
"gecode","tablelayout","TableLayout.mzn","en-1000-274-line403.dzn","OPTIMAL_SOLUTION","298.3089312100783","","","158","714","0.004945","787","","298.139","raw","","","0.101033","2602","13","","","6414679","0","","minimize","0","","","","","","12830297","","","650","","","","","","714","","2109546505","","13"
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-msu3","tablelayout","TableLayout.mzn","en-760-310-line795.dzn","ERROR","","2806","","","","","","0","","raw","Unknown message kind ASCII `E'","","0.961872","","","0","","","0","","minimize","","","","0","8838","","","1760","","738","1099","0","841","0","","737","106","","0.0076",""
"mzn_sat-loandra-order_binary_order-True-PB_BEST-only-linear-search","tablelayout","TableLayout.mzn","en-1250-1479-line1633.dzn","OPTIMAL_SOLUTION","10.138352817855775","29681","","","","","","0","6.9","raw","","","2.69549","2971","25","0","","","0","","minimize","","","","0","33705","","","14844","","27980","14723","0","14339","0","","27979","14","","0.0887",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-part-msu3","tablelayout","TableLayout.mzn","en-760-310-line795.dzn","ERROR","","2806","","","","","","0","","raw","Unknown message kind ASCII `E'","","0.951552","","","0","","","0","","minimize","","","","0","8838","","","1760","","738","1099","0","841","0","","737","106","","0.009",""
"mzn_sat-loandra-order_orderBinary_order-True-PB_BEST-only-linear-search","tablelayout","TableLayout.mzn","en-1000-251-line273.dzn","OPTIMAL_SOLUTION","17.345036655664444","45508","","","","","","0","13.089","raw","","","3.52736","6493","44","0","","","0","","minimize","","","","0","64083","","","28424","","34049","21081","0","21073","0","","34048","","","0.1218",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-linear-su","tablelayout","TableLayout.mzn","en-1250-1074-line298.dzn","SATISFIED","602.7079887995496","3203","","","","","","0","600.151","raw","","","2.41089","3516","2","0","","","0","","minimize","","","","0","12317","","","2625","","1028","977","0","1055","0","","1027","122","","0.0097",""
"mzn_sat-loandra-order_binary_binary-True-PB_BEST-core-guided","tablelayout","TableLayout.mzn","en-1000-1407-line976.dzn","SATISFIED","601.4326994623989","2247","","","","","","0","600.0226","raw","","","1.28717","2451","6","0","","","0","","minimize","","","","0","8245","","","1758","","668","693","0","677","0","","667","82","","0.0067",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-linear-su","tablelayout","TableLayout.mzn","en-1000-251-line273.dzn","OPTIMAL_SOLUTION","41.154473825357854","45508","","","","","","0","36.8953","raw","","","3.47662","6493","2","0","","","0","","minimize","","","","0","64083","","","28424","","34049","21081","0","21073","0","","34048","","","0.1248",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-linear-su","tablelayout","TableLayout.mzn","en-760-310-line795.dzn","OPTIMAL_SOLUTION","6.550243855454028","20179","","","","","","0","4.1089","raw","","","2.026609","1605","2","0","","","0","","minimize","","","","0","24252","","","10301","","18448","9931","0","9673","0","","18447","14","","0.0618",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-linear-su","tablelayout","TableLayout.mzn","en-1250-1305-line158.dzn","OPTIMAL_SOLUTION","72.56944436952472","51705","","","","","","0","68.2925","raw","","","3.49307","5018","2","0","","","0","","minimize","","","","0","89060","","","35774","","28872","22573","0","21707","0","","28871","","","0.1513",""
"mzn_sat-loandra-order_binary_binary-True-PB_BEST-core-boosted","tablelayout","TableLayout.mzn","en-1250-1283-line119.dzn","SATISFIED","602.8756290720776","5468","","","","","","0","600.1379","raw","","","2.45858","9840","30","0","","","0","","minimize","","","","0","14072","","","3359","","2438","2199","0","1872","0","","2437","364","","0.0198",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-linear-su","tablelayout","TableLayout.mzn","en-1250-1479-line1633.dzn","OPTIMAL_SOLUTION","20.79686153680086","42010","","","","","","0","17.1343","raw","","","2.84128","2971","2","0","","","0","","minimize","","","","0","64853","","","27213","","27980","18989","0","18483","0","","27979","","","0.1205",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-msu3","tablelayout","TableLayout.mzn","en-1250-1479-line419.dzn","OPTIMAL_SOLUTION","9.811701303347945","35924","","","","","","0","6.877","raw","","","2.38619","3150","2","0","","","0","","minimize","","","","0","59132","","","24277","","21684","15909","0","15404","0","","21683","","","0.107",""
"mzn_sat-loandra-order_orderBinary_order-True-PB_BEST-only-linear-search","tablelayout","TableLayout.mzn","en-1250-1261-line126.dzn","OPTIMAL_SOLUTION","6.281869378872216","66280","","","","","","0","1.664","raw","","","3.69223","3500","5","0","","","0","","minimize","","","","0","122264","","","49132","","32382","27846","0","27240","0","","32381","","","0.1898",""
"chuffed-free","tablelayout","TableLayout.mzn","en-1250-1407-line1350.dzn","OPTIMAL_SOLUTION","0.2113349037244916","","18004","52","94","0.02","18258","","0.023","raw","","0.021","0.076104","841","4","","45","45","0","0.0","minimize","4","252","145","","","0.0","368","","0.19","186","","","","","1638163227","182","","5199","",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-linear-su","tablelayout","TableLayout.mzn","en-1250-1305-line158.dzn","SATISFIED","602.0696631344035","4206","","","","","","0","600.1595","raw","","","1.71713","5729","2","0","","","0","","minimize","","","","0","13727","","","2302","","1154","1681","0","1094","0","","1153","162","","0.0144",""
"mzn_sat-loandra-order_binary_order-True-PB_BEST-only-linear-search","tablelayout","TableLayout.mzn","en-1000-1286-line764.dzn","OPTIMAL_SOLUTION","4.614102670922875","24264","","","","","","0","1.689","raw","","","2.42666","4502","9","0","","","0","","minimize","","","","0","27653","","","12546","","23318","11998","0","12020","0","","23317","8","","0.0738",""
"mzn_sat-loandra-order_binary_binary-True-PB_BEST-only-linear-search","tablelayout","TableLayout.mzn","en-1250-158-line1950.dzn","SATISFIED","602.3235056065023","4255","","","","","","0","600.1495","raw","","","1.99451","3813","32","0","","","0","","minimize","","","","0","14672","","","2878","","974","1467","0","1140","0","","973","124","","0.0137",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-linear-su","tablelayout","TableLayout.mzn","en-1000-1615-line479.dzn","OPTIMAL_SOLUTION","9.558514516800642","12706","","","","","","0","7.6429","raw","","","1.63945","2456","2","0","","","0","","minimize","","","","0","16660","","","6714","","11140","6174","0","6042","0","","11139","12","","0.0366",""
"mzn_sat-loandra-order_orderBinary_order-True-PB_BEST-only-linear-search","tablelayout","TableLayout.mzn","en-1000-1479-line1099.dzn","OPTIMAL_SOLUTION","4.628811281174421","29087","","","","","","0","2.1612","raw","","","2.01322","1909","15","0","","","0","","minimize","","","","0","49268","","","19922","","16670","12803","0","12281","0","","16669","","","0.0947",""
"mzn_sat-loandra-order_orderBinary_order-True-PB_BEST-core-guided","tablelayout","TableLayout.mzn","en-1000-1407-line1350.dzn","OPTIMAL_SOLUTION","2.120894224382937","22051","","","","","","0","0.5047","raw","","","1.31235","1041","6","0","","","0","","minimize","","","","0","44655","","","17595","","8267","8915","0","8695","0","","8266","","","0.0631",""
"mzn_sat-loandra-order_binary_order-True-PB_BEST-core-boosted","tablelayout","TableLayout.mzn","en-1000-1439-line292.dzn","OPTIMAL_SOLUTION","4.630938238464296","17853","","","","","","0","1.7683","raw","","","2.45511","3102","12","0","","","0","","minimize","","","","0","21655","","","9576","","16518","8658","0","8737","0","","16517","8","","0.061",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-oll","tablelayout","TableLayout.mzn","en-1000-1479-line419.dzn","SATISFIED","601.2897181054577","2807","","","","","","0","600.1519","raw","","","1.000159","3890","2","0","","","0","","minimize","","","","0","9540","","","1641","","686","1073","0","712","0","","685","90","","0.0082",""
"mzn_sat-loandra-order_orderBinary_order-True-PB_BEST-core-guided","tablelayout","TableLayout.mzn","en-1000-1303-line283.dzn","OPTIMAL_SOLUTION","14.578517533838749","105156","","","","","","0","6.4463","raw","","","6.529","4196","3","0","","","0","","minimize","","","","0","174869","","","73079","","62997","45856","0","45479","0","","62996","","","0.3414",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-msu3","tablelayout","TableLayout.mzn","en-1000-1303-line1078.dzn","OPTIMAL_SOLUTION","5.206682191230357","18005","","","","","","0","3.0889","raw","","","1.78738","1246","2","0","","","0","","minimize","","","","0","20953","","","9157","","16972","8907","0","8764","0","","16971","10","","0.051",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-wbo","tablelayout","TableLayout.mzn","en-1250-1283-line119.dzn","SATISFIED","603.4528371719643","24634","","","","","","0","600.2092","raw","","","2.67892","10840","2","0","","","0","","minimize","","","","0","36079","","","15100","","17526","11585","0","11129","0","","17525","","","0.0701",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-linear-su","tablelayout","TableLayout.mzn","en-1250-1407-line1350.dzn","OPTIMAL_SOLUTION","8.004449255764484","1631","","","","","","0","7.0601","raw","","","0.850255","841","2","0","","","0","","minimize","","","","0","6100","","","1103","","272","565","0","405","0","","271","40","","0.0055",""
"gecode","tablelayout","TableLayout.mzn","en-1250-1305-line158.dzn","SATISFIED","1200.0636639166623","","","162","602","0.006539","2027","","1199.84","raw","","","0.155599","5168","6","","","27926931","0","","minimize","0","","","","","","55854335","","","1044","","","","","","630","","3868971883","","6"
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-linear-su","tablelayout","TableLayout.mzn","en-1250-1303-line283.dzn","SATISFIED","601.7758520934731","2952","","","","","","0","600.1541","raw","","","1.47368","2807","3","0","","","0","","minimize","","","","0","12247","","","1970","","902","1087","0","902","0","","901","102","","0.0088",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-msu3","tablelayout","TableLayout.mzn","en-1000-1407-line1986.dzn","OPTIMAL_SOLUTION","174.57160940393806","39242","","","","","","0","171.3097","raw","","","2.6904","2700","2","0","","","0","","minimize","","","","0","70018","","","28804","","20436","16703","0","16567","0","","20435","","","0.1052",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-linear-su","tablelayout","TableLayout.mzn","en-1250-1303-line283.dzn","OPTIMAL_SOLUTION","54.65659371763468","105179","","","","","","0","46.4589","raw","","","6.57451","2346","2","0","","","0","","minimize","","","","0","174926","","","73079","","62997","45868","0","45479","0","","62996","","","0.3236",""
"chuffed-free","tablelayout","TableLayout.mzn","en-1250-1479-line1633.dzn","OPTIMAL_SOLUTION","0.2916968837380409","","37817","64","114","0.04","38155","","0.044","raw","","0.041","0.108447","2971","5","","86","86","0","0.0","minimize","5","336","588","","","0.0","958","","0.19","406","","","","","1638161306","222","","9335","",""
"mzn_sat-loandra-order_binary_order-True-PB_BEST-core-boosted","tablelayout","TableLayout.mzn","en-1250-1407-line1350.dzn","OPTIMAL_SOLUTION","2.2239054143428802","9352","","","","","","0","0.7762","raw","","","1.24412","841","12","0","","","0","","minimize","","","","0","12168","","","4834","","8267","4555","0","4395","0","","8266","10","","0.0298",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-linear-su","tablelayout","TableLayout.mzn","en-1250-1479-line419.dzn","OPTIMAL_SOLUTION","5.885314774699509","35924","","","","","","0","2.9141","raw","","","2.40112","3150","2","0","","","0","","minimize","","","","0","59132","","","24277","","21684","15909","0","15404","0","","21683","","","0.1152",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-wbo","tablelayout","TableLayout.mzn","en-760-310-line795.dzn","SATISFIED","602.6961129726842","29101","","","","","","0","600.2185","raw","","","1.95638","4325","2","0","","","0","","minimize","","","","0","46279","","","19193","","18448","13081","0","12701","0","","18447","","","0.0871",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-oll","tablelayout","TableLayout.mzn","en-1000-1303-line283.dzn","SATISFIED","601.6966065447778","2891","","","","","","0","600.1467","raw","","","1.40477","4302","2","0","","","0","","minimize","","","","0","12094","","","1970","","902","1055","0","902","0","","901","102","","0.008",""
"chuffed-free","tablelayout","TableLayout.mzn","en-760-310-line795.dzn","OPTIMAL_SOLUTION","0.29913111310452223","","26642","93","174","0.033","27120","","0.038","raw","","0.037","0.124639","1605","5","","10","10","0","0.0","minimize","5","476","38","","","0.0","298","","0.19","546","","","","","1638168718","342","","3261","",""
"mzn_sat-loandra-order_binary_order-True-PB_BEST-core-guided","tablelayout","TableLayout.mzn","en-1250-1479-line419.dzn","OPTIMAL_SOLUTION","3.2713025864213705","23423","","","","","","0","0.8175","raw","","","2.00651","3150","5","0","","","0","","minimize","","","","0","27605","","","11736","","21684","11575","0","11192","0","","21683","14","","0.0712",""
